# gapseq version: 1.2 0f03bf3
# Transporter sequence DB md5sum: b99a77e (2022-02-04)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|P0AER0|1.A.8.1.1	1.A.8.1.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P0AER0|1.A.8.1.1	32.922	2.62e-19	80.5	85	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	4	229	transporter
gnl|TC-DB|O28846|1.A.8.13.1	1.A.8.13.1	GLYCEROL	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|O28846|1.A.8.13.1	28.846	1.05e-05	40.8	79	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	35	237	transporter
gnl|TC-DB|Q9C4Z5|1.A.8.13.2	1.A.8.13.2	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q9C4Z5|1.A.8.13.2	24.111	6.67e-05	38.5	98	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	1	235	transporter
gnl|TC-DB|Q8Y6Z1|1.A.8.2.11	1.A.8.2.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q8Y6Z1|1.A.8.2.11	37.826	5.27e-41	137	83	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	4	230	transporter
gnl|TC-DB|ABT13584.1|1.A.8.2.10	1.A.8.2.10	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|ABT13584.1|1.A.8.2.10	33.457	2.07e-25	96.7	99	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	1	239	transporter
gnl|TC-DB|P22094|1.A.8.2.2	1.A.8.2.2	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|P22094|1.A.8.2.2	26.056	6.68e-11	57.0	96	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	6	233	transporter
gnl|TC-DB|C6VJ63|1.A.8.2.4	1.A.8.2.4	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|C6VJ63|1.A.8.2.4	62.185	8.63e-102	291	99	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	1	238	transporter
gnl|TC-DB|D7V7W8|1.A.8.2.5	1.A.8.2.5	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7V7W8|1.A.8.2.5	38.793	6.59e-36	123	97	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	2	229	transporter
gnl|TC-DB|D7V8E7|1.A.8.2.6	1.A.8.2.6	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7V8E7|1.A.8.2.6	38.961	1.30e-44	145	95	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	4	231	transporter
gnl|TC-DB|D7VEY8|1.A.8.2.7	1.A.8.2.7	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VEY8|1.A.8.2.7	30.864	8.86e-28	102	96	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	8	238	transporter
gnl|TC-DB|D7VC84|1.A.8.2.8	1.A.8.2.8	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D7VC84|1.A.8.2.8	64.286	1.24e-103	296	99	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	1	238	transporter
gnl|TC-DB|D0JBC9|1.A.8.2.9	1.A.8.2.9	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|D0JBC9|1.A.8.2.9	32.773	1.04e-27	102	94	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	8	229	transporter
gnl|TC-DB|C4PYI6|1.A.8.9.11	1.A.8.9.1	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|C4PYI6|1.A.8.9.11	28.340	2.78e-16	72.4	80	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	1	233	transporter
gnl|TC-DB|O43315|1.A.8.9.14	1.A.8.9.14	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|O43315|1.A.8.9.14	29.388	3.58e-14	66.2	81	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	1	230	transporter
gnl|TC-DB|ALA27401|1.A.8.9.17	1.A.8.9.17	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|ALA27401|1.A.8.9.17	27.092	5.29e-11	57.4	76	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	1	238	transporter
gnl|TC-DB|Q6ZXT2|1.A.8.9.21	1.A.8.9.2	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q6ZXT2|1.A.8.9.21	29.098	7.15e-14	65.5	79	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	3	236	transporter
gnl|TC-DB|Q6ZXT2|1.A.8.9.21	1.A.8.9.21	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q6ZXT2|1.A.8.9.21	29.098	7.15e-14	65.5	79	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	3	236	transporter
gnl|TC-DB|Q6Q1Q6|1.A.8.9.3	1.A.8.9.3	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|Q6Q1Q6|1.A.8.9.3	30.522	5.64e-21	85.1	88	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	2	236	transporter
gnl|TC-DB|Q6Q1Q6|1.A.8.9.3	1.A.8.9.3	sodium	EX_cpd00971_e0	rxn34393,rxn34515,rxn10899	gnl|TC-DB|Q6Q1Q6|1.A.8.9.3	30.522	5.64e-21	85.1	88	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	2	236	transporter
gnl|TC-DB|F6QEC2|1.A.8.9.9	1.A.8.9.9	glycerol	EX_cpd00100_e0	rxn05581,rxn08658,rxn32260,rxn38745	gnl|TC-DB|F6QEC2|1.A.8.9.9	29.098	1.71e-16	72.8	81	WP_011543491.1 D/L-lactic acid transporter LarD [Lactobacillus delbrueckii]	1	229	transporter
gnl|TC-DB|P71469|1.C.29.1.1	1.C.29.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P71469|1.C.29.1.1	34.884	0.67	22.7	83	WP_011543780.1 isoleucine--tRNA ligase [Lactobacillus delbrueckii]	421	461	transporter
gnl|TC-DB|P71461|1.C.30.1.1	1.C.30.1.1	potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|P71461|1.C.30.1.1	27.273	2.9	20.8	80	WP_011544131.1 serine hydrolase domain-containing protein [Lactobacillus delbrueckii]	43	84	transporter
gnl|TC-DB|Q9HC98|1.I.1.1.3	1.I.1.1.3	Potassium	EX_cpd00205_e0	rxn05206,rxn27350	gnl|TC-DB|Q9HC98|1.I.1.1.3	28.968	2.32e-28	110	80	WP_041806578.1 Stk1 family PASTA domain-containing Ser/Thr kinase [Lactobacillus delbrueckii]	12	257	transporter
gnl|TC-DB|G7HJF6|2.A.108.2.9	2.A.108.2.9	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|G7HJF6|2.A.108.2.9	24.468	9.3	21.2	83	WP_011543483.1 YcxB family protein [Lactobacillus delbrueckii]	30	115	transporter
gnl|TC-DB|G7HJF6|2.A.108.2.9	2.A.108.2.9	iron	EX_cpd10516_e0	rxn29260	gnl|TC-DB|G7HJF6|2.A.108.2.9	24.468	9.3	21.2	83	WP_011543483.1 YcxB family protein [Lactobacillus delbrueckii]	30	115	transporter
UniRef90_A0A6C9EHW0|2.A.1.11.1	2.A.1.11.1	formate	EX_cpd00047_e0	rxn05559,rxn08524,rxn10860,rxn12422,rxn34214,rxn34215,rxn34216,rxn34459,rxn27362	UniRef90_A0A6C9EHW0|2.A.1.11.1	37.731	6.86e-67	214	88	WP_003623617.1 OFA family MFS transporter [Lactobacillus delbrueckii]	10	367	transporter
UniRef90_A0A6C9EHW0|2.A.1.11.1	2.A.1.11.1	FORMATE	EX_cpd00047_e0	rxn05559,rxn08524,rxn10860,rxn12422,rxn34214,rxn34215,rxn34216,rxn34459,rxn27362	UniRef90_A0A6C9EHW0|2.A.1.11.1	37.731	6.86e-67	214	88	WP_003623617.1 OFA family MFS transporter [Lactobacillus delbrueckii]	10	367	transporter
UniRef90_A0A6C9EHW0|2.A.1.11.1	2.A.1.11.1	OXALATE	EX_cpd00180_e0	rxn12615,rxn27362	UniRef90_A0A6C9EHW0|2.A.1.11.1	37.731	6.86e-67	214	88	WP_003623617.1 OFA family MFS transporter [Lactobacillus delbrueckii]	10	367	transporter
gnl|TC-DB|P37662|2.A.1.11.3	2.A.1.11.3	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|P37662|2.A.1.11.3	28.536	1.92e-43	152	97	WP_003623617.1 OFA family MFS transporter [Lactobacillus delbrueckii]	2	403	transporter
foo|unknown|BF638R_1718|2.A.1.12.1	2.A.1.12.1	N-Acetylneuraminate	EX_cpd00232_e0	rxn05487,rxn08050	foo|unknown|BF638R_1718|2.A.1.12.1	22.029	2.76e-07	47.8	81	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	69	393	transporter
foo|unknown|BF638R_1718|2.A.1.12.1	2.A.1.12.1	sialic acid	EX_cpd00232_e0	rxn05487,rxn08050	foo|unknown|BF638R_1718|2.A.1.12.1	22.029	2.76e-07	47.8	81	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	69	393	transporter
gnl|TC-DB|P42417|2.A.1.1.27	2.A.1.1.27	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|P42417|2.A.1.1.27	23.474	6.12e-11	59.3	96	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	1	404	transporter
gnl|TC-DB|P64534|2.A.113.1.1	2.A.113.1.1	cobalt	EX_cpd00149_e0	rxn08240,rxn13681,rxn08242,rxn10474	gnl|TC-DB|P64534|2.A.113.1.1	26.042	0.65	24.6	75	WP_003619230.1 elongation factor Tu [Lactobacillus delbrueckii]	243	336	transporter
gnl|TC-DB|P64534|2.A.113.1.1	2.A.113.1.1	nickel	EX_cpd00244_e0	rxn08990,rxn08992,rxn10581,rxn13730	gnl|TC-DB|P64534|2.A.113.1.1	26.042	0.65	24.6	75	WP_003619230.1 elongation factor Tu [Lactobacillus delbrueckii]	243	336	transporter
gnl|TC-DB|Q58492|2.A.113.1.4	2.A.113.1.4	cobalt	EX_cpd00149_e0	rxn08240,rxn13681,rxn08242,rxn10474	gnl|TC-DB|Q58492|2.A.113.1.4	22.798	0.36	26.9	87	WP_011543531.1 MFS transporter [Lactobacillus delbrueckii]	34	206	transporter
gnl|TC-DB|Q58492|2.A.113.1.4	2.A.113.1.4	nickel	EX_cpd00244_e0	rxn08990,rxn08992,rxn10581,rxn13730	gnl|TC-DB|Q58492|2.A.113.1.4	22.798	0.36	26.9	87	WP_011543531.1 MFS transporter [Lactobacillus delbrueckii]	34	206	transporter
gnl|TC-DB|P42237|2.A.1.14.1	2.A.1.14.1	biotin	EX_cpd00104_e0	rxn09693	gnl|TC-DB|P42237|2.A.1.14.1	22.572	7.47e-07	46.6	82	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	69	406	transporter
gnl|TC-DB|P42237|2.A.1.14.1	2.A.1.14.1	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|P42237|2.A.1.14.1	22.572	7.47e-07	46.6	82	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	69	406	transporter
gnl|TC-DB|P42237|2.A.1.14.1	2.A.1.14.1	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P42237|2.A.1.14.1	22.572	7.47e-07	46.6	82	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	69	406	transporter
gnl|TC-DB|P42237|2.A.1.14.1	2.A.1.14.1	pantothenate	EX_cpd00644_e0	rxn05308,rxn09165,rxn10180	gnl|TC-DB|P42237|2.A.1.14.1	22.572	7.47e-07	46.6	82	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	69	406	transporter
gnl|TC-DB|P42237|2.A.1.14.1	2.A.1.14.1	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|P42237|2.A.1.14.1	22.572	7.47e-07	46.6	82	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	69	406	transporter
sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	2.A.1.14.2	cysteine	EX_cpd00084_e0	rxn09690	sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	21.534	6.96e-04	37.0	75	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	64	370	transporter
sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	2.A.1.14.2	galacturonate	EX_cpd00280_e0	rxn05673,rxn08588	sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	21.534	6.96e-04	37.0	75	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	64	370	transporter
sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	2.A.1.14.2	glucuronate	EX_cpd00164_e0	rxn05574,rxn08622	sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	21.534	6.96e-04	37.0	75	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	64	370	transporter
sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	2.A.1.14.2	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	21.534	6.96e-04	37.0	75	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	64	370	transporter
sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	2.A.1.14.2	GTP	EX_cpd00038_e0	rxn29736,rxn29868	sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	21.534	6.96e-04	37.0	75	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	64	370	transporter
sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	2.A.1.14.2	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	21.534	6.96e-04	37.0	75	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	64	370	transporter
sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	2.A.1.14.2	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	21.534	6.96e-04	37.0	75	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	64	370	transporter
sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	2.A.1.14.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	sp|P0AA78|EXUT_ECOLI|2.A.1.14.2	21.534	6.96e-04	37.0	75	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	64	370	transporter
gnl|TC-DB|C4ZZU4|2.A.1.14.40	2.A.1.14.40	D-glucarate	EX_cpd00609_e0	rxn05572,rxn08613	gnl|TC-DB|C4ZZU4|2.A.1.14.40	21.564	1.10e-09	55.5	92	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	28	407	transporter
gnl|TC-DB|P0AA76|2.A.1.14.7	2.A.1.14.7	D-galactonate	EX_cpd00653_e0	rxn08578,rxn10160	gnl|TC-DB|P0AA76|2.A.1.14.7	23.822	3.48e-06	44.3	81	WP_041806617.1 MDR family MFS transporter [Lactobacillus delbrueckii]	2	366	transporter
gnl|TC-DB|Q8NLB7|2.A.1.15.10	2.A.1.15.1	4-hydroxybenzoate	EX_cpd00136_e0	rxn12433,rxn12549,rxn12680,rxn29120	gnl|TC-DB|Q8NLB7|2.A.1.15.10	25.946	1.13e-20	89.4	80	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	23	381	transporter
gnl|TC-DB|Q8NLB7|2.A.1.15.10	2.A.1.15.1	acetate	EX_cpd00029_e0	rxn05488,rxn08061,rxn08062,rxn30452	gnl|TC-DB|Q8NLB7|2.A.1.15.10	25.946	1.13e-20	89.4	80	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	23	381	transporter
gnl|TC-DB|Q8NLB7|2.A.1.15.10	2.A.1.15.1	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|Q8NLB7|2.A.1.15.10	25.946	1.13e-20	89.4	80	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	23	381	transporter
gnl|TC-DB|Q8NLB7|2.A.1.15.10	2.A.1.15.1	spermidine	EX_cpd00264_e0	rxn05652,rxn09660,rxn29135,rxn34532,rxn34533,rxn11262	gnl|TC-DB|Q8NLB7|2.A.1.15.10	25.946	1.13e-20	89.4	80	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	23	381	transporter
gnl|TC-DB|P77589|2.A.1.15.2	2.A.1.15.2	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P77589|2.A.1.15.2	27.298	1.31e-22	94.4	87	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	1	355	transporter
gnl|TC-DB|P77589|2.A.1.15.2	2.A.1.15.2	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P77589|2.A.1.15.2	27.298	1.31e-22	94.4	87	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	1	355	transporter
gnl|TC-DB|P96710|2.A.1.1.55	2.A.1.1.55	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|P96710|2.A.1.1.55	21.503	4.40e-07	47.4	82	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	69	402	transporter
gnl|TC-DB|P96710|2.A.1.1.55	2.A.1.1.55	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|P96710|2.A.1.1.55	21.503	4.40e-07	47.4	82	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	69	402	transporter
gnl|TC-DB|O30513|2.A.1.15.5	2.A.1.15.5	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|O30513|2.A.1.15.5	24.033	9.97e-21	89.4	76	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	23	345	transporter
gnl|TC-DB|Q9NY64|2.A.1.1.89	2.A.1.1.89	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9NY64|2.A.1.1.89	20.247	4.22e-04	37.7	82	WP_011543516.1 MFS transporter [Lactobacillus delbrueckii]	44	390	transporter
gnl|TC-DB|WP_068464567.1|2.A.1.2.118	2.A.1.2.118	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|WP_068464567.1|2.A.1.2.118	20.541	0.001	36.2	84	WP_003624192.1 MFS transporter [Lactobacillus delbrueckii]	32	362	transporter
gnl|TC-DB|WP_068464567.1|2.A.1.2.118	2.A.1.2.118	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|WP_068464567.1|2.A.1.2.118	20.541	0.001	36.2	84	WP_003624192.1 MFS transporter [Lactobacillus delbrueckii]	32	362	transporter
gnl|TC-DB|H5X1B8|2.A.1.21.21	2.A.1.21.21	Arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|H5X1B8|2.A.1.21.21	23.181	6.22e-13	65.1	90	WP_011544154.1 MFS transporter [Lactobacillus delbrueckii]	14	367	transporter
gnl|TC-DB|H5X1B8|2.A.1.21.21	2.A.1.21.21	Arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|H5X1B8|2.A.1.21.21	23.181	6.22e-13	65.1	90	WP_011544154.1 MFS transporter [Lactobacillus delbrueckii]	14	367	transporter
gnl|TC-DB|Q81B77|2.A.1.26.3	2.A.1.26.3	nitrate	EX_cpd00209_e0	rxn05627,rxn10977,rxn12431,rxn33368	gnl|TC-DB|Q81B77|2.A.1.26.3	22.191	2.25e-05	41.6	86	WP_003618739.1 MFS transporter [Lactobacillus delbrueckii]	51	393	transporter
gnl|TC-DB|Q81B77|2.A.1.26.3	2.A.1.26.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q81B77|2.A.1.26.3	22.191	2.25e-05	41.6	86	WP_003618739.1 MFS transporter [Lactobacillus delbrueckii]	51	393	transporter
gnl|TC-DB|Q81B77|2.A.1.26.3	2.A.1.26.3	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|Q81B77|2.A.1.26.3	22.191	2.25e-05	41.6	86	WP_003618739.1 MFS transporter [Lactobacillus delbrueckii]	51	393	transporter
gnl|TC-DB|P39843|2.A.1.2.8	2.A.1.2.8	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|P39843|2.A.1.2.8	25.526	1.84e-12	63.5	78	WP_003618739.1 MFS transporter [Lactobacillus delbrueckii]	59	363	transporter
gnl|TC-DB|P39843|2.A.1.2.8	2.A.1.2.8	phenylacetate	EX_cpd00489_e0	rxn10559,rxn30233,rxn30234	gnl|TC-DB|P39843|2.A.1.2.8	25.526	1.84e-12	63.5	78	WP_003618739.1 MFS transporter [Lactobacillus delbrueckii]	59	363	transporter
gnl|TC-DB|P39843|2.A.1.2.8	2.A.1.2.8	spermidine	EX_cpd00264_e0	rxn05652,rxn09660,rxn29135,rxn34532,rxn34533,rxn11262	gnl|TC-DB|P39843|2.A.1.2.8	25.526	1.84e-12	63.5	78	WP_003618739.1 MFS transporter [Lactobacillus delbrueckii]	59	363	transporter
gnl|TC-DB|SHH76803.1|2.A.129.1.8	2.A.129.1.8	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|SHH76803.1|2.A.129.1.8	30.714	8.10e-11	52.4	94	WP_004560873.1 GtrA family protein [Lactobacillus delbrueckii]	3	142	transporter
gnl|TC-DB|L8FFP2|2.A.1.2.95	2.A.1.2.95	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|L8FFP2|2.A.1.2.95	20.795	7.22e-05	40.0	76	WP_003618739.1 MFS transporter [Lactobacillus delbrueckii]	66	390	transporter
gnl|TC-DB|P0AEJ0|2.A.1.3.2	2.A.1.3.2	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P0AEJ0|2.A.1.3.2	25.908	1.32e-26	108	79	WP_011543531.1 MFS transporter [Lactobacillus delbrueckii]	8	406	transporter
