# gapseq version: 1.1 2f27651
# Sequence DB md5sum: 1139b8e (2021-06-02, Bacteria)
ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
|GLYCOLATEMET-PWY|	glycolate and glyoxylate degradation I	false	50	0	1	1	GLYOCARBOLIG-RXN GKI-RXN 
|GLYCOLYSIS|	glycolysis I (from glucose 6-phosphate)	false	66	0	0	0	PEPDEPHOS-RXN 2PGADEHYDRAT-RXN PHOSGLYPHOS-RXN GAPOXNPHOSPHN-RXN TRIOSEPISOMERIZATION-RXN F16ALDOLASE-RXN PGLUCISOM-RXN RXN-15513 
|GLYOXDEG-PWY|	glycolate and glyoxylate degradation II	false	0	0	0	0	
|GLYOXYLATE-BYPASS|	glyoxylate cycle	false	50	0	2	0	ACONITATEHYDR-RXN CITSYN-RXN ACONITATEDEHYDR-RXN 
|GLYSYN-ALA-PWY|	glycine biosynthesis III	true	100	0	0	0	ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN 
|GLYSYN-PWY|	glycine biosynthesis I	false	0	0	0	0	
|GLYSYN-THR-PWY|	glycine biosynthesis IV	true	100	0	0	0	THREONINE-ALDOLASE-RXN 
|HCAMHPDEG-PWY|	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate	false	0	0	1	0	
|HEME-BIOSYNTHESIS-II-1|	heme b biosynthesis V (aerobic)	false	25	0	1	1	RXN-21483 
|HEME-BIOSYNTHESIS-II|	heme b biosynthesis I (aerobic)	false	0	0	1	0	
|HEMESYN2-PWY|	heme b biosynthesis II (oxygen-independent)	false	25	0	1	0	RXN0-6259 
|HEXPPSYN-PWY|	hexaprenyl diphosphate biosynthesis	false	0	0	0	0	
|HISDEG-PWY|	L-histidine degradation I	false	25	0	0	0	HISTIDINE-AMMONIA-LYASE-RXN 
|HISTDEG-PWY|	L-histidine degradation IV	false	0	1	0	0	
|HISTSYN-PWY|	L-histidine biosynthesis	true	80	0	0	0	HISTALDEHYD-RXN HISTOLDEHYD-RXN HISTAMINOTRANS-RXN IMIDPHOSDEHYD-RXN GLUTAMIDOTRANS-RXN PRIBFAICARPISOM-RXN HISTCYCLOHYD-RXN ATPPHOSPHORIBOSYLTRANS-RXN 
|HOMOCYSDEGR-PWY|	L-cysteine biosynthesis III (from L-homocysteine)	false	50	0	0	0	RXN-15130 
|HOMOSER-METSYN-PWY|	L-methionine biosynthesis I	true	80	0	2	2	HOMSUCTRAN-RXN HOMOCYSMET-RXN O-SUCCHOMOSERLYASE-RXN CYSTATHIONINE-BETA-LYASE-RXN 
|HOMOSERSYN-PWY|	L-homoserine biosynthesis	false	66	0	0	0	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN HOMOSERDEHYDROG-RXN 
|HOMOSER-THRESYN-PWY|	L-threonine biosynthesis	false	50	0	0	0	THRESYN-RXN 
|IDNCAT-PWY|	L-idonate degradation	false	0	0	0	0	
|ILEUDEG-PWY|	L-isoleucine degradation I	false	33	0	0	0	BRANCHED-CHAINAMINOTRANSFERILEU-RXN 2KETO-3METHYLVALERATE-RXN 
|ILEUSYN-PWY|	L-isoleucine biosynthesis I (from threonine)	true	100	0	1	1	DIHYDROXYMETVALDEHYDRAT-RXN BRANCHED-CHAINAMINOTRANSFERILEU-RXN ACETOOHBUTREDUCTOISOM-RXN ACETOOHBUTSYN-RXN RXN-15122 
|KDO-LIPASYN-PWY|	(Kdo)2-lipid A biosynthesis I (E. coli)	false	0	0	0	0	
|KDOSYN-PWY|	Kdo transfer to lipid IVA I (E. coli)	false	0	0	0	0	
|LACTOSECAT-PWY|	lactose and galactose degradation I	false	0	0	0	0	
|LACTOSEUTIL-PWY|	lactose degradation II	false	33	1	1	1	KETOLACTOSE-RXN 
|LARABITOLUTIL-PWY|	xylitol degradation	false	50	0	1	0	XYLULOKIN-RXN 
|LCYSDEG-PWY|	L-cysteine degradation II	true	100	0	1	1	RXN-15129 
|LEU-DEG2-PWY|	L-leucine degradation I	false	50	0	1	1	BRANCHED-CHAINAMINOTRANSFERLEU-RXN 2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN METHYLCROTONYL-COA-CARBOXYLASE-RXN 
|LEUSYN-PWY|	L-leucine biosynthesis	true	100	0	0	0	3-ISOPROPYLMALDEHYDROG-RXN BRANCHED-CHAINAMINOTRANSFERLEU-RXN 3-ISOPROPYLMALISOM-RXN 2-ISOPROPYLMALATESYN-RXN RXN-8991 
|LIPA-CORESYN-PWY|	lipid A-core biosynthesis (E. coli K-12)	false	9	1	0	0	
|LIPAS-PWY|	triacylglycerol degradation	false	0	0	1	0	
|LIPASYN-PWY|	phospholipases	false	0	0	0	0	
|LYSINE-AMINOAD-PWY|	L-lysine biosynthesis IV	false	37	2	1	0	2-AMINOADIPATE-AMINOTRANSFERASE-RXN 
|LYXMET-PWY|	L-lyxose degradation	false	0	0	1	0	
|MALTOSECAT-PWY|	maltose degradation	false	0	0	1	0	
|MANNCAT-PWY|	D-mannose degradation I	false	0	0	1	0	
|MANNIDEG-PWY|	mannitol degradation I	false	0	0	0	0	
|M-CRESOL-DEGRADATION-PWY|	m-cresol degradation	false	20	1	0	0	
|MENAQUINONESYN-PWY|	menaquinol-8 biosynthesis	false	0	0	0	0	
|METHIONINE-DEG1-PWY|	L-methionine degradation I (to L-homocysteine)	false	66	1	0	0	S-ADENMETSYN-RXN ADENOSYLHOMOCYSTEINASE-RXN 
|METHYLGALLATE-DEGRADATION-PWY|	methylgallate degradation	false	0	0	1	0	
|N2FIX-PWY|	nitrogen fixation I (ferredoxin)	false	0	0	0	0	
|NAD-BIOSYNTHESIS-III|	NAD biosynthesis III (from nicotinamide)	false	0	0	1	0	
|NAD-BIOSYNTHESIS-II|	NAD salvage pathway III (to nicotinamide riboside)	false	0	0	2	0	
|NADPHOS-DEPHOS-PWY-1|	NAD phosphorylation and transhydrogenation	true	100	0	0	0	NAD-KIN-RXN TRANS-RXN0-277 
|NAGLIPASYN-PWY|	lipid IVA biosynthesis (E. coli)	false	0	0	0	0	
|NONMEVIPP-PWY|	methylerythritol phosphate pathway I	true	88	0	1	1	DXS-RXN DXPREDISOM-RXN RXN0-302 RXN0-884 ISPH2-RXN 2.7.1.148-RXN 2.7.7.60-RXN RXN-15878 
|NONOXIPENT-PWY|	pentose phosphate pathway (non-oxidative branch) I	true	100	0	1	1	TRANSALDOL-RXN 2TRANSKETO-RXN 1TRANSKETO-RXN RIBULP3EPIM-RXN RIB5PISOM-RXN 
|NOPALINEDEG-PWY|	nopaline degradation	false	0	0	0	0	
|OCTOPINEDEG-PWY|	octopine degradation	false	0	0	0	0	
|ORN-AMINOPENTANOATE-CAT-PWY|	L-ornithine degradation I (L-proline biosynthesis)	false	0	0	0	0	
|OXIDATIVEPENT-PWY|	pentose phosphate pathway (oxidative branch) I	false	66	0	0	0	RXN-9952 GLU6PDEHYDROG-RXN 
|P101-PWY|	ectoine biosynthesis	false	20	0	1	0	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN 
|P105-PWY|	TCA cycle IV (2-oxoglutarate decarboxylase)	false	77	0	2	1	CITSYN-RXN ACONITATEDEHYDR-RXN ACONITATEHYDR-RXN FUMHYDR-RXN RXN-7774 ISOCITDEH-RXN RXN-14971 
|P108-PWY|	pyruvate fermentation to propanoate I	false	42	0	1	1	FUMHYDR-RXN R601-RXN 2.1.3.1-RXN 
|P121-PWY|	adenine and adenosine salvage I	false	50	0	0	0	ADENPRIBOSYLTRAN-RXN 
|P122-PWY|	heterolactic fermentation	false	72	0	0	0	RIBULP3EPIM-RXN PHOSPHOKETOLASE-RXN GAPOXNPHOSPHN-RXN PHOSGLYPHOS-RXN RXN-15513 2PGADEHYDRAT-RXN PEPDEPHOS-RXN PHOSACETYLTRANS-RXN ACETALD-DEHYDROG-RXN L-LACTATE-DEHYDROGENASE-RXN PGLUCISOM-RXN GLU6PDEHYDROG-RXN GLUCOKIN-RXN 
|P124-PWY|	Bifidobacterium shunt	true	93	0	2	2	FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN ACETATEKIN-RXN TRANSALDOL-RXN 1TRANSKETO-RXN RIB5PISOM-RXN RIBULP3EPIM-RXN PHOSPHOKETOLASE-RXN GAPOXNPHOSPHN-RXN PHOSGLYPHOS-RXN 2PGADEHYDRAT-RXN PEPDEPHOS-RXN L-LACTATE-DEHYDROGENASE-RXN PGLUCISOM-RXN GLUCOKIN-RXN 
|P141-PWY|	atrazine degradation I (aerobic)	false	0	0	1	0	
|P161-PWY|	acetylene degradation (anaerobic)	false	60	0	1	0	ACETALD-DEHYDROG-RXN PHOSACETYLTRANS-RXN ACETATEKIN-RXN 
|P162-PWY|	L-glutamate degradation V (via hydroxyglutarate)	false	30	0	0	0	GLUTAMATE-DEHYDROGENASE-RXN KETOGLUTREDUCT-RXN RXN-1083 
|P163-PWY|	L-lysine fermentation to acetate and butanoate	false	20	0	1	0	PHOSACETYLTRANS-RXN ACETATEKIN-RXN 
|P164-PWY|	purine nucleobases degradation I (anaerobic)	false	14	6	0	0	ACETATEKIN-RXN METHENYLTHFCYCLOHYDRO-RXN 
|P181-PWY|	nicotine degradation I (pyridine pathway)	false	7	1	0	0	
|P183-PWY|	catechol degradation to 2-hydroxypentadienoate I	false	0	0	0	0	
|P184-PWY|	protocatechuate degradation I (meta-cleavage pathway)	false	0	0	1	0	
|P185-PWY|	formaldehyde assimilation III (dihydroxyacetone cycle)	true	83	0	1	1	FORMALDEHYDE-TRANSKETOLASE-RXN F16ALDOLASE-RXN 2TRANSKETO-RXN TRIOSEPISOMERIZATION-RXN GAPOXNPHOSPHN-RXN PHOSGLYPHOS-RXN TRANSALDOL-RXN 1TRANSKETO-RXN RIB5PISOM-RXN RIBULP3EPIM-RXN 
|P201-PWY|	nitroglycerin degradation	false	0	3	0	0	
|P203-PWY|	sulfur disproportionation I (anaerobic)	false	0	1	0	0	
|P21-PWY|	pentose phosphate pathway (partial)	true	100	0	0	0	RIBULP3EPIM-RXN 1TRANSKETO-RXN 2TRANSKETO-RXN 
|P221-PWY|	octane oxidation	false	40	0	1	0	R222-RXN R223-RXN 
|P222-PWY|	sulfide oxidation I (to sulfur globules)	false	0	0	0	0	
|P23-PWY|	reductive TCA cycle I	false	58	0	1	0	FUMHYDR-RXN SUCCCOASYN-RXN ACONITATEHYDR-RXN ACONITATEDEHYDR-RXN PEPCARBOX-RXN ISOCITDEH-RXN R601-RXN 
|P241-PWY|	coenzyme B biosynthesis	false	0	12	0	0	
|P261-PWY|	coenzyme M biosynthesis I	false	0	3	0	0	
|P282-PWY|	nitrite oxidation	false	0	0	0	0	
|P283-PWY|	hydrogen oxidation I (aerobic)	false	0	0	0	0	
|P2-PWY|	citrate lyase activation	false	0	2	0	0	
|P301-PWY|	galena oxidation	false	0	1	0	0	
|P302-PWY|	L-sorbose degradation	false	0	0	1	0	
|P303-PWY|	ammonia oxidation II (anaerobic)	false	0	0	0	0	
|P321-PWY|	benzoyl-CoA degradation III (anaerobic)	false	11	1	0	0	
|P341-PWY|	glycolysis V (Pyrococcus)	false	50	0	2	0	F16ALDOLASE-RXN TRIOSEPISOMERIZATION-RXN 2PGADEHYDRAT-RXN PEPDEPHOS-RXN PGLUCISOM-RXN 
|P342-PWY|	orcinol degradation	false	0	4	0	0	
|P343-PWY|	resorcinol degradation	false	0	0	0	0	
|P345-PWY|	aldoxime degradation	false	0	0	1	0	
|P3-PWY|	gallate degradation III (anaerobic)	false	27	1	0	0	PHOSACETYLTRANS-RXN ACETATEKIN-RXN 
|P401-PWY|	cyanide degradation	true	100	0	0	0	L-3-CYANOALANINE-SYNTHASE-RXN 
|P421-PWY|	4-nitrotoluene degradation I	false	0	0	0	0	
|P42-PWY|	incomplete reductive TCA cycle	false	42	0	0	0	FUMHYDR-RXN SUCCCOASYN-RXN R601-RXN 
|P481-PWY|	adamantanone degradation	false	0	0	0	0	
|P482-PWY|	arsonoacetate degradation	false	0	1	0	0	
|P483-PWY|	phosphonoacetate degradation	false	0	0	0	0	
|P541-PWY|	glycine betaine biosynthesis IV (from glycine)	false	0	0	0	0	
|P561-PWY|	proline betaine degradation I	false	0	0	0	0	
|P562-PWY|	myo-inositol degradation I	false	0	0	1	0	
|P581-PWY|	thiocyanate degradation I	false	0	0	0	0	
|P601-PWY|	(+)-camphor degradation	false	0	2	1	0	
|P621-PWY|	nylon-6 oligomer degradation	false	16	1	0	0	
|P641-PWY|	phenylmercury acetate degradation	false	0	0	1	0	
|P661-PWY|	dibenzo-p-dioxin degradation	false	0	2	0	0	
|P662-PWY|	dibenzofuran degradation	false	0	0	0	0	
|PANTO-PWY|	phosphopantothenate biosynthesis I	false	25	0	0	0	PANTOTHENATE-KIN-RXN 
|PARATHION-DEGRADATION-PWY|	parathion degradation	false	0	1	1	0	
|PCEDEG-PWY|	tetrachloroethene degradation	false	25	1	0	0	
|PCPDEG-PWY|	pentachlorophenol degradation	false	0	0	1	0	
|PHENOLDEG-PWY|	phenol degradation II (anaerobic)	false	0	0	1	0	
|PHENYLALANINE-DEG1-PWY|	L-phenylalanine degradation I (aerobic)	false	0	0	0	0	
|PHESYN|	L-phenylalanine biosynthesis I	false	33	0	1	0	RXN-10814 
|PHOSPHONOTASE-PWY|	2-aminoethylphosphonate degradation I	false	33	0	1	0	ACETALD-DEHYDROG-RXN 
|PLPSAL-PWY|	pyridoxal 5'-phosphate salvage I	false	0	0	0	0	
|PPGPPMET-PWY|	ppGpp metabolism	false	66	0	0	0	PPGPPSYN-RXN GTPPYPHOSKIN-RXN GDPPYPHOSKIN-RXN RXN0-6427 
|PROPIONMET-PWY|	propanoyl CoA degradation I	false	33	0	0	0	PROPIONYL-COA-CARBOXY-RXN 
|PROSYN-PWY|	L-proline biosynthesis I (from L-glutamate)	true	100	0	0	0	PYRROLINECARBREDUCT-RXN GLUTSEMIALDEHYDROG-RXN GLUTKIN-RXN 
|PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY|	protocatechuate degradation II (ortho-cleavage pathway)	false	0	0	0	0	
|PROUT-PWY|	L-proline degradation I	false	0	0	1	0	
|PUTDEG-PWY|	putrescine degradation I	false	50	0	0	0	PUTTRANSAM-RXN 
|PWY0-1021|	L-alanine biosynthesis III	true	100	0	0	0	RXN0-308 
|PWY0-1182|	trehalose degradation II (cytosolic)	false	50	0	1	0	GLUCOKIN-RXN 
|PWY0-1221|	putrescine degradation II	false	0	0	1	0	
|PWY0-1241|	ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	false	0	0	1	0	
|PWY0-1261|	anhydromuropeptides recycling I	false	41	0	1	0	5.4.2.10-RXN 2.3.1.157-RXN NAG1P-URIDYLTRANS-RXN UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN UDPNACETYLMURAMATEDEHYDROG-RXN 
|PWY0-1264|	biotin-carboxyl carrier protein assembly	false	66	0	0	0	BIOTIN-CARBOXYL-RXN RXN0-5055 
|PWY0-1275|	lipoate biosynthesis and incorporation II	false	50	0	1	1	RXN0-5098 
|PWY0-1280|	ethylene glycol degradation	false	50	0	0	0	GLYCOLALDREDUCT-RXN 
|PWY0-1295|	pyrimidine ribonucleosides degradation	false	0	0	1	0	
